Symbol,Name,Price,"Dopeler
ROE
(Ave.)","Dopeler
P/B","Dopeler
PE","Dopeler
Yield","Dopeler
Book
Value","Dopeler
EPS","Net
Liquidity/Share",Sector,Industry,"Dopeler
ROE (Y1)","Dopeler
ROE (Y2)","Dopeler
ROE (Y3)","Dopeler
ROE (Y4)"
LSTR,"Landstar System, Inc.",49.24,64.9%,1.56,14.4,7.0%,31.61,4.020,-8.59,Transportation,Trucking Freight/Courier Services,58.5%,55.7%,70.0%,75.3%
LTRX,"Lantronix, Inc.",1.85,-20.0%,N/A,N/A,N/A,-0.87,-0.089,0.02,Technology,Computer Communications Equipment,-50.1%,-80.2%,37.0%,13.2%
LSCC,Lattice Semiconductor Corporation,3.89,19.6%,0.82,7.6,13.1%,4.75,0.358,1.16,Technology,Semiconductors,3.1%,30.6%,41.3%,3.6%
LAWS,"Lawson Products, Inc.",8.75,-4.2%,N/A,N/A,N/A,-16.21,-0.615,-10.06,Consumer Durables,Industrial Specialties,-31.2%,6.1%,0.3%,7.9%
LAYN,Layne Christensen Company,22.39,5.8%,6.18,19.2,5.2%,3.62,2.050,-16.88,Basic Industries,Engineering & Construction,-6.2%,5.7%,8.8%,14.9%
LCAV,LCA-Vision Inc.,3.01,-9.4%,N/A,N/A,N/A,-3.32,-0.351,0.20,Health Care,Medical Specialities,-14.7%,-8.1%,-9.6%,-5.4%
GAGA,Le Gaga Holdings Limited,3.80,24.4%,N/A,N/A,N/A,N/A,N/A,N/A,Consumer Non-Durables,Farming/Seeds/Milling,30.4%,18.2%,28.8%,20.0%
LBIX,Leading Brands Inc,4.09,N/A,N/A,N/A,N/A,N/A,N/A,-0.45,Consumer Non-Durables,Beverages (Production/Distribution),3.2%,10.8%,N/A,-9.6%
LEAP,"Leap Wireless International, Inc.",6.55,3.5%,N/A,31.0,3.2%,-29.51,1.715,-46.65,Public Utilities,Telecommunications Equipment,1.6%,0.5%,1.8%,10.0%
LTRE,"Learning Tree International, Inc.",5.48,7.2%,2.77,19.7,5.1%,1.98,0.363,-1.65,Consumer Services,Other Consumer Services,7.0%,-6.8%,3.2%,25.4%
LGCY,Legacy Reserves LP,22.83,4.9%,8.70,26.5,3.8%,2.62,1.222,-9.59,Energy,Oil & Gas Production,5.5%,2.0%,-5.4%,17.5%
LMAT,"LeMaitre Vascular, Inc.",5.90,44.5%,1.56,17.1,5.8%,3.79,0.296,0.83,Health Care,Medical/Dental Instruments,40.3%,58.9%,74.6%,4.3%
LXRX,"Lexicon Pharmaceuticals, Inc.",1.87,-75.7%,N/A,N/A,N/A,-1.59,-0.188,0.29,Consumer Durables,Major Pharmaceuticals,-75.7%,-71.2%,-75.4%,-80.4%
LHCG,LHC Group,20.75,256.1%,0.28,3.4,29.8%,75.17,8.188,-6.71,Health Care,Medical/Nursing Services,-22.7%,274.9%,268.6%,503.6%
LBTYA,"Liberty Global, Inc.",60.31,5.9%,N/A,38.6,2.6%,-73.87,4.693,-120.80,Consumer Services,Television Services,5.6%,-0.7%,5.9%,12.7%
LINTA,Liberty Interactive Corporation,19.12,N/A,N/A,N/A,N/A,N/A,N/A,-18.14,Consumer Services,Television Services,58.5%,N/A,N/A,-8.6%
LMCA,Liberty Media Corporation,110.50,N/A,N/A,N/A,N/A,N/A,N/A,5.04,Consumer Services,Television Services,N/A,-414.2%,-113.4%,-367.4%
LPHI,Life Partners Holdings Inc,2.71,803.2%,0.14,1.2,81.3%,19.14,1.874,0.41,Finance,Life Insurance,-173.7%,997.2%,1219.0%,1170.4%
LIFE,Life Technologies Corporation,49.43,67.9%,1.56,13.4,7.5%,31.59,5.313,-21.54,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),61.7%,58.3%,67.1%,84.6%
LPNT,"LifePoint Hospitals, Inc.",36.22,10.1%,2.60,13.7,7.3%,13.91,5.967,-45.76,Health Care,Hospital/Nursing Management,9.1%,9.7%,10.4%,11.1%
LCUT,"Lifetime Brands, Inc.",10.35,20.4%,4.09,14.9,6.7%,2.53,1.602,-13.49,Capital Goods,Industrial Machinery/Components,9.7%,28.1%,62.0%,-18.1%
LFVN,Lifevantage Corporation,2.10,360.4%,2.28,23.9,4.2%,0.92,0.085,0.07,Consumer Durables,Major Pharmaceuticals,3791.1%,1060.0%,-1032.7%,-2376.8%
LWAY,"Lifeway Foods, Inc.",8.29,25.1%,2.25,20.3,4.9%,3.69,0.448,-0.80,Consumer Non-Durables,Packaged Foods,11.8%,23.2%,43.9%,21.3%
LGND,Ligand Pharmaceuticals Incorporated,19.94,-92.9%,N/A,N/A,N/A,-7.27,-0.243,-4.84,Consumer Durables,Major Pharmaceuticals,-157.0%,-79.1%,-74.6%,-61.0%
LTBR,Lightbridge Corporation,1.70,-2962.0%,N/A,N/A,N/A,-2.63,-0.324,0.61,Consumer Services,Professional Services,-2988.7%,-1759.6%,-1543.5%,-5556.2%
LPTH,"LightPath Technologies, Inc.",0.91,-13.4%,N/A,N/A,N/A,-0.80,-0.064,-0.16,Technology,Semiconductors,-2.9%,-8.5%,-15.2%,-27.0%
LIWA,"Lihua International, Inc.",4.15,160.5%,0.14,0.5,213.1%,29.72,2.683,2.89,Capital Goods,Metal Fabrications,197.8%,191.6%,78.7%,173.8%
LIME,Lime Energy Co.,0.49,-310.3%,N/A,N/A,N/A,-12.81,-1.092,-1.89,Basic Industries,Engineering & Construction,-95.4%,-130.3%,-426.8%,-588.8%
LLNW,"Limelight Networks, Inc.",2.16,-8.9%,N/A,N/A,N/A,-0.72,-0.175,1.04,Miscellaneous,Business Services,-8.4%,-0.5%,-9.4%,-17.4%
LMNR,Limoneira Co,19.30,-6.1%,N/A,N/A,N/A,-18.78,-0.897,-9.81,Consumer Non-Durables,Farming/Seeds/Milling,-5.9%,-5.2%,-12.2%,-1.1%
LINC,Lincoln Educational Services Corporation,4.40,33.9%,0.11,1.9,52.0%,40.70,4.495,-4.24,Consumer Services,Other Consumer Services,7.6%,56.0%,46.3%,25.6%
LECO,"Lincoln Electric Holdings, Inc.",47.87,18.7%,2.47,21.6,4.6%,19.42,2.450,-5.09,Technology,Industrial Machinery/Components,16.0%,10.8%,20.6%,27.2%
LLTC,Linear Technology Corporation,33.58,76.3%,1.11,11.1,9.0%,30.30,2.992,0.38,Technology,Semiconductors,70.6%,97.2%,75.5%,62.0%
LTON,Linktone Ltd.,2.66,67.1%,0.33,-0.6,-177.4%,8.09,0.514,2.95,Technology,Telecommunications Equipment,16.9%,48.5%,88.6%,114.4%
LINE,"Linn Energy, LLC",36.17,-1.9%,N/A,N/A,N/A,-24.19,-0.576,-18.43,Energy,Oil & Gas Production,-1.0%,-3.4%,1.5%,-4.8%
LIOX,"Lionbridge Technologies, Inc.",4.06,31.9%,3.16,20.8,4.8%,1.29,0.256,-1.27,Miscellaneous,Business Services,13.0%,11.6%,44.1%,58.9%
LQDT,"Liquidity Services, Inc.",39.89,341.8%,1.49,14.6,6.8%,26.80,2.825,-1.45,Miscellaneous,Business Services,514.1%,349.8%,336.1%,167.1%
LFUS,"Littelfuse, Inc.",58.75,15.9%,2.55,25.6,3.9%,23.00,2.297,0.03,Consumer Durables,Electrical Products,34.4%,28.5%,-1.9%,2.5%
LIVE,"LiveDeal, Inc.",3.55,-158.0%,N/A,N/A,N/A,-6.35,-0.559,-0.76,Technology,EDP Services,-352.5%,-340.3%,18.5%,42.3%
LPSN,"LivePerson, Inc.",12.22,135.9%,1.28,13.2,7.6%,9.56,0.840,1.16,Technology,Computer Software: Prepackaged Software,109.8%,105.5%,199.6%,128.7%
JADE,"LJ International, Inc.",1.68,-53.9%,N/A,N/A,N/A,-10.01,-0.606,-3.95,Consumer Non-Durables,Consumer Specialties,-182.7%,-65.7%,0.1%,33.0%
LKQ,LKQ Corporation,20.70,60.4%,2.87,21.0,4.8%,7.21,1.228,-5.07,Consumer Services,Motor Vehicles,61.2%,55.9%,62.0%,62.6%
LMIA,"LMI Aerospace, Inc.",19.17,29.8%,1.06,10.5,9.5%,18.08,2.049,-2.41,Capital Goods,Military/Government/Technical,22.3%,39.5%,36.0%,21.4%
LMLP,"LML Payment Systems, Inc.",3.42,179.2%,4.40,153.9,0.6%,0.78,0.018,0.59,Miscellaneous,Business Services,162.1%,631.7%,50.4%,-127.5%
LOCM,Local Corporation,2.30,22.8%,2.62,19.0,5.3%,0.88,0.159,-0.71,Miscellaneous,Business Services,-15.1%,130.1%,78.0%,-102.0%
LNET,LodgeNet Interactive Corporation,0.14,-0.5%,N/A,N/A,N/A,-20.01,-0.127,-18.74,Consumer Services,Telecommunications Equipment,-4.1%,1.8%,-0.1%,0.5%
LOGI,Logitech International S.A.,7.67,71.9%,0.59,6.3,15.8%,12.90,1.420,-1.31,Technology,Computer peripheral equipment,50.4%,43.8%,112.7%,80.4%
LOGM,"LogMein, Inc.",20.56,282.9%,0.85,8.1,12.4%,24.25,1.931,4.93,Technology,Computer Software: Prepackaged Software,241.6%,316.3%,330.3%,243.4%
LOJN,LoJack Corporation,2.83,6.2%,3.96,19.9,5.0%,0.71,0.213,-1.42,Consumer Durables,Telecommunications Equipment,-2.8%,57.1%,-35.6%,6.1%
LOOK,"LookSmart, Ltd.",0.83,-10.7%,1.79,N/A,N/A,0.46,-0.071,1.17,Technology,EDP Services,-10.4%,10.8%,-23.2%,-20.2%
LORL,"Loral Space and Communications, Inc.",54.17,-25.8%,N/A,N/A,N/A,-52.09,-2.960,-22.48,Technology,Radio And Television Broadcasting And Communications Equipment,31.3%,-96.6%,50.9%,-88.7%
LPLA,LPL Financial Holdings Inc.,27.95,N/A,N/A,N/A,N/A,N/A,N/A,-13.13,Finance,Investment Bankers/Brokers/Service,N/A,N/A,N/A,N/A
LRAD,LRAD Corporation,0.83,46.9%,N/A,N/A,N/A,N/A,N/A,0.37,Consumer Non-Durables,Consumer Electronics/Appliances,238.0%,19.4%,151.0%,-221.0%
LYTS,LSI Industries Inc.,6.91,4.4%,4.25,35.6,2.8%,1.63,0.207,-0.44,Consumer Durables,Building Products,14.3%,-8.6%,6.5%,5.2%
LTXC,LTX-Credence Corporation,6.24,-1.6%,4.35,N/A,N/A,1.44,-0.038,1.81,Capital Goods,Electrical Products,-18.5%,55.2%,21.6%,-64.7%
LUFK,"Lufkin Industries, Inc.",55.73,14.8%,5.26,26.7,3.7%,10.59,2.697,-16.38,Technology,Industrial Machinery/Components,8.9%,11.0%,21.4%,17.7%
LULU,lululemon athletica inc.,74.55,169.9%,1.81,18.6,5.4%,41.16,3.865,2.51,Consumer Non-Durables,Apparel,212.7%,214.5%,155.7%,96.6%
LMNX,Luminex Corporation,16.09,42.3%,2.16,24.3,4.1%,7.44,0.607,1.37,Health Care,Medical/Dental Instruments,87.1%,69.8%,-41.3%,53.5%
LMOS,Lumos Networks Corp.,9.33,N/A,N/A,N/A,N/A,N/A,N/A,-21.05,Public Utilities,Telecommunications Equipment,11.3%,16.2%,N/A,N/A
LUNA,Luna Innovations Incorporated,1.28,-14.4%,N/A,N/A,N/A,-1.46,-0.122,-0.23,Health Care,Biotechnology: Commercial Physical & Biological Resarch,16.5%,-10.8%,-45.9%,-17.3%
MTSI,"M/A-COM Technology Solutions Holdings, Inc.",13.54,N/A,N/A,N/A,N/A,N/A,N/A,0.35,Technology,Semiconductors,106.3%,89.2%,78.8%,N/A
MAGS,Magal Security Systems Ltd.,3.97,20.4%,1.36,13.8,7.2%,2.92,0.274,0.18,Consumer Durables,Telecommunications Equipment,88.2%,-24.6%,18.5%,-0.3%
MGLN,"Magellan Health Services, Inc.",51.03,97.4%,0.38,3.8,26.3%,134.04,13.395,0.10,Health Care,Hospital/Nursing Management,41.8%,120.6%,97.1%,130.2%
MPET,Magellan Petroleum Corporation,0.84,-9.4%,N/A,N/A,N/A,-0.44,-0.084,0.40,Energy,Oil & Gas Production,-21.0%,-9.5%,-5.2%,-2.0%
MGIC,Magic Software Enterprises Ltd.,4.63,62.5%,1.81,18.5,5.4%,2.55,0.245,0.10,Technology,Computer Software: Prepackaged Software,100.5%,96.9%,26.7%,25.8%
CALL,magicJack VocalTec Ltd,16.29,257.4%,2.19,16.9,5.9%,7.45,1.279,-5.34,Public Utilities,Telecommunications Equipment,288.6%,451.3%,377.1%,-87.4%
MNGA,MagneGas Corporation,1.42,N/A,N/A,N/A,N/A,N/A,N/A,0.02,Technology,Industrial Machinery/Components,-5311.7%,-4300.9%,N/A,-4610.0%
MAG,"Magnetek, Inc.",10.30,4.1%,N/A,155.4,0.6%,-30.82,0.283,-33.65,Capital Goods,Industrial Machinery/Components,38.3%,-50.1%,12.5%,15.8%
COOL,Majesco Entertainment Company,1.04,N/A,N/A,N/A,N/A,N/A,N/A,-0.37,Technology,Computer Software: Prepackaged Software,264.3%,N/A,N/A,N/A
MMUS,"MakeMusic, Inc.",3.82,48.1%,1.01,10.1,9.9%,3.78,0.320,0.58,Technology,Computer Software: Prepackaged Software,41.7%,77.9%,13.7%,58.9%
MMYT,MakeMyTrip Limited,13.27,N/A,N/A,N/A,N/A,N/A,N/A,-0.20,Consumer Services,Transportation Services,57.2%,-123.7%,106.4%,N/A
MKTAY,Makita Corp.,43.45,13.8%,0.00,-1.0,-101.7%,214203.15,19497.973,19223.43,Technology,Industrial Machinery/Components,3.7%,9.3%,31.9%,10.4%
MAKO,MAKO Surgical Corp.,12.46,-561.9%,N/A,N/A,N/A,-34.36,-3.484,0.48,Health Care,Industrial Specialties,-188.7%,-306.1%,-857.9%,-894.9%
MANH,"Manhattan Associates, Inc.",56.81,87.0%,1.86,18.6,5.4%,30.56,3.052,0.04,Technology,Computer Software: Prepackaged Software,92.0%,81.6%,80.4%,94.0%
LOAN,"Manhattan Bridge Capital, Inc",1.05,N/A,N/A,N/A,N/A,N/A,N/A,-0.41,Finance,Finance Companies,N/A,N/A,N/A,N/A
MNTX,"Manitex International, Inc.",7.36,-21.6%,N/A,N/A,N/A,-9.03,-0.292,-6.11,Technology,Industrial Machinery/Components,-37.2%,-2.2%,-8.1%,-39.1%
MTEX,"Mannatech, Incorporated",7.01,-22.3%,N/A,N/A,N/A,-76.98,-7.045,-6.53,Consumer Durables,Specialty Chemicals,-10.1%,-5.8%,-30.6%,-42.6%
MNKD,MannKind Corporation,2.14,-84.4%,N/A,N/A,N/A,-11.86,-0.978,-2.08,Consumer Durables,Major Pharmaceuticals,-53.9%,-64.3%,-76.3%,-143.4%
MANT,ManTech International Corporation,25.26,493.5%,0.19,2.7,37.1%,134.28,14.932,-15.04,Consumer Services,Other Consumer Services,485.8%,543.4%,455.6%,489.0%
MAPP,"MAP Pharmaceuticals, Inc.",15.20,-352.2%,N/A,N/A,N/A,-11.89,-1.277,0.88,Consumer Durables,Major Pharmaceuticals,270.2%,-620.0%,-59.9%,-999.2%
MCHX,"Marchex, Inc.",4.13,17.2%,6.98,34.7,2.9%,0.59,0.144,-0.84,Miscellaneous,Business Services,88.4%,39.4%,91.0%,-150.1%
MARPS,Marine Petroleum Trust,13.69,N/A,N/A,N/A,N/A,N/A,N/A,0.59,Energy,Oil & Gas Production,N/A,N/A,N/A,N/A
LEDR,"Market Leader, Inc",6.30,-34.3%,N/A,N/A,N/A,-2.48,-0.307,0.59,Consumer Services,Advertising,-47.4%,-29.0%,-59.8%,-0.9%
MKTX,"MarketAxess Holdings, Inc.",33.09,N/A,N/A,N/A,N/A,N/A,N/A,3.42,Finance,Investment Bankers/Brokers/Service,N/A,N/A,N/A,N/A
MRLN,Marlin Business Services Corp.,16.80,N/A,N/A,N/A,N/A,N/A,N/A,-20.26,Finance,Major Banks,N/A,N/A,N/A,N/A
MRTN,"Marten Transport, Ltd.",17.47,9.3%,1.08,10.6,9.4%,16.17,2.203,-5.86,Transportation,Trucking Freight/Courier Services,10.2%,6.2%,10.9%,9.9%
MMLP,Martin Midstream Partners L.P.,30.60,1.9%,N/A,101.6,1.0%,-22.83,0.583,-28.66,Energy,Oil Refining/Marketing,3.8%,-3.5%,-1.0%,8.3%
MRVL,Marvell Technology Group Ltd.,8.21,105.2%,0.40,3.1,32.6%,20.47,1.768,2.79,Technology,Semiconductors,83.9%,147.3%,97.2%,92.5%
MASI,Masimo Corporation,20.65,267.2%,0.82,8.1,12.3%,25.21,2.445,0.76,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,204.4%,242.4%,208.5%,413.6%
MASC,Material Sciences Corporation,8.94,-6.6%,N/A,N/A,N/A,-9.15,-0.828,-0.87,Capital Goods,Industrial Specialties,-6.3%,-4.4%,-8.4%,-7.4%
MTRX,Matrix Service Company,11.40,15.3%,2.24,18.0,5.6%,5.10,0.789,-2.79,Basic Industries,Engineering & Construction,3.2%,20.0%,-4.1%,42.1%
MAT,"Mattel, Inc.",36.94,33.8%,2.52,21.4,4.7%,14.66,1.959,-4.93,Consumer Non-Durables,Recreational Products/Toys,36.2%,27.8%,51.4%,19.9%
MATR,Mattersight Corporation,4.96,-21.5%,N/A,N/A,N/A,-3.88,-0.381,-0.07,Consumer Services,Professional Services,-66.3%,-17.4%,11.5%,-14.0%
MATW,Matthews International Corporation,32.32,31.7%,1.67,13.2,7.6%,19.31,4.036,-21.05,Capital Goods,Metal Fabrications,23.5%,33.5%,37.6%,32.1%
MFRM,Mattress Firm Holding Corp.,23.97,N/A,N/A,N/A,N/A,N/A,N/A,-10.11,Consumer Services,Other Specialty Stores,43.8%,30.2%,N/A,N/A
MTSN,"Mattson Technology, Inc.",0.84,-48.1%,N/A,N/A,N/A,-6.34,-0.599,-0.35,Technology,Industrial Machinery/Components,-10.9%,-50.8%,-69.5%,-61.3%
MXIM,"Maxim Integrated Products, Inc.",29.56,22.9%,1.56,15.3,6.5%,18.99,1.983,-0.83,Technology,Semiconductors,29.3%,34.9%,18.8%,8.8%
MXWL,"Maxwell Technologies, Inc.",7.17,-9.9%,N/A,N/A,N/A,-3.48,-0.264,-0.83,Energy,Industrial Machinery/Components,-15.1%,9.8%,-6.9%,-27.4%
MAXY,"Maxygen, Inc.",2.56,-3.4%,0.46,N/A,N/A,5.60,-0.001,5.61,Health Care,Biotechnology: Commercial Physical & Biological Resarch,-66.6%,-54.3%,-119.7%,227.2%
MGRC,McGrath RentCorp,28.66,5.3%,N/A,22.5,4.4%,-1.27,2.391,-25.18,Technology,Diversified Commercial Services,6.0%,3.3%,5.9%,5.9%
MDCA,MDC Partners Inc.,10.39,35.4%,N/A,24.0,4.2%,-13.87,1.739,-31.26,Technology,Advertising,24.0%,20.9%,45.9%,50.9%
MEAD,Meade Instruments Corp.,2.09,-44.8%,N/A,N/A,N/A,-21.19,-2.172,0.53,Capital Goods,Electronic Components,-18.5%,-9.9%,-21.3%,-129.6%
MEAS,"Measurement Specialties, Inc.",30.76,31.2%,2.17,17.1,5.9%,14.20,2.347,-9.27,Capital Goods,Industrial Machinery/Components,39.2%,34.3%,25.9%,25.4%
MCOX,Mecox Lane Limited,0.58,N/A,N/A,N/A,N/A,N/A,N/A,0.76,Consumer Non-Durables,Apparel,-103.5%,-43.1%,182.0%,N/A
TAXI,Medallion Financial Corp.,11.21,N/A,N/A,N/A,N/A,N/A,N/A,-15.66,Finance,Finance: Consumer Services,N/A,N/A,N/A,N/A
MDAS,"MedAssets, Inc.",16.36,91.7%,3.28,14.1,7.1%,4.99,2.764,-22.66,Technology,Computer Software: Prepackaged Software,74.8%,87.3%,95.6%,109.2%
MDCI,Medical Action Industries Inc.,2.70,20.1%,1.65,11.0,9.1%,1.64,1.036,-8.72,Health Care,Industrial Specialties,-3.7%,4.0%,78.1%,2.0%
MNOV,"MediciNova, Inc.",1.71,-1024.8%,N/A,N/A,N/A,-5.22,-0.567,0.45,Consumer Durables,Major Pharmaceuticals,-889.5%,-1031.2%,-976.9%,-1201.8%
MDSO,"Medidata Solutions, Inc.",37.38,42.4%,5.07,55.9,1.8%,7.38,0.653,0.85,Technology,Computer Software: Prepackaged Software,23.4%,11.9%,95.6%,38.7%
MDVN,"Medivation, Inc.",54.88,3163.9%,6.23,60.1,1.7%,8.81,0.920,-0.39,Consumer Durables,Major Pharmaceuticals,-4340.7%,-4445.2%,57.0%,21384.7%
MEIP,"MEI Pharma, Inc.",1.30,N/A,N/A,N/A,N/A,N/A,N/A,0.17,Consumer Durables,Major Pharmaceuticals,N/A,N/A,N/A,N/A
MELA,"MELA Sciences, Inc",2.07,-959.0%,N/A,N/A,N/A,-10.20,-1.104,0.84,Health Care,Medical/Dental Instruments,-504.0%,-758.3%,-1177.5%,-1396.2%
MPEL,Melco Crown Entertainment Limited,16.76,-3.3%,N/A,N/A,N/A,-16.58,-0.605,-10.52,Consumer Services,Hotels/Resorts,10.0%,3.3%,-15.1%,-11.2%
MLNX,"Mellanox Technologies, Ltd.",65.96,132.2%,2.57,28.2,3.5%,25.71,2.215,3.55,Technology,Semiconductors,143.0%,148.5%,116.3%,120.8%
MEMP,Memorial Production Partners LP,16.61,N/A,N/A,N/A,N/A,N/A,N/A,-5.22,Energy,Oil & Gas Production,1.2%,0.8%,N/A,N/A
MEMS,"MEMSIC, Inc.",3.18,5.5%,1.68,22.9,4.4%,1.89,0.100,0.89,Technology,Semiconductors,3.0%,-23.1%,11.8%,30.3%
MENT,Mentor Graphics Corporation,15.99,7.9%,N/A,68.3,1.5%,-1.64,0.302,-4.66,Technology,EDP Services,15.9%,12.9%,2.2%,0.8%
MTSL,MER Telemanagement Solutions Ltd.,3.99,37.6%,32.79,67.8,1.5%,0.12,0.067,-0.55,Public Utilities,Telecommunications Equipment,146.0%,-11.3%,21.8%,-6.4%
MELI,"MercadoLibre, Inc.",78.29,476.6%,1.52,15.2,6.6%,51.59,5.137,0.22,Miscellaneous,Business Services,365.0%,578.4%,391.6%,571.5%
MERC,Mercer International Inc.,6.70,-5.7%,N/A,N/A,N/A,-36.15,-1.716,-18.99,Basic Industries,Paper,-1.1%,-3.7%,-7.4%,-10.8%
MRCY,Mercury Systems Inc,8.22,28.6%,1.02,10.3,9.7%,8.05,0.609,1.97,Capital Goods,Electrical Products,56.4%,54.2%,-1.5%,5.1%
MRGE,Merge Healthcare Incorporated.,2.82,-48.5%,N/A,N/A,N/A,-4.13,-0.071,-3.42,Technology,EDP Services,31.4%,-70.6%,-21.5%,-133.4%
VIVO,Meridian Bioscience Inc.,19.76,77.6%,1.62,16.4,6.1%,12.20,1.188,0.31,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,87.2%,54.0%,76.4%,92.8%
MMSI,"Merit Medical Systems, Inc.",13.27,13.9%,1.98,17.7,5.7%,6.70,0.858,-1.88,Health Care,Medical/Dental Instruments,11.9%,12.1%,15.4%,16.0%
MACK,"Merrimack Pharmaceuticals, Inc.",6.56,N/A,N/A,N/A,N/A,N/A,N/A,-3.45,Consumer Durables,Major Pharmaceuticals,-294.2%,-203.0%,N/A,N/A
MERU,"Meru Networks, Inc.",2.58,N/A,N/A,N/A,N/A,N/A,N/A,0.32,Technology,Computer Communications Equipment,-695.9%,-83.9%,-247.0%,N/A
MLAB,"Mesa Laboratories, Inc.",47.80,138.7%,0.99,9.9,10.1%,48.20,4.808,0.12,Capital Goods,Industrial Machinery/Components,144.2%,162.1%,122.1%,126.5%
MBLX,"Metabolix, Inc.",1.74,-269.7%,N/A,N/A,N/A,-5.47,-0.645,0.97,Basic Industries,Containers/Packaging,-426.6%,-251.0%,-223.7%,-177.5%
MEOH,Methanex Corporation,31.94,-1.4%,N/A,N/A,N/A,-22.07,-0.524,-16.83,Basic Industries,Major Chemicals,4.1%,-4.9%,-7.0%,2.2%
MFRI,"MFRI, Inc.",5.32,1.8%,N/A,65.7,1.5%,-8.85,0.254,-11.39,Capital Goods,Pollution Control Equipment,-10.2%,-2.5%,30.8%,-11.1%
MGCD,MGC Diagnostics Corporation,5.50,30.0%,1.44,15.3,6.5%,3.82,0.314,0.68,Health Care,Medical/Dental Instruments,-19.1%,33.1%,51.5%,54.6%
MGEE,MGE Energy Inc.,50.65,0.3%,N/A,476.5,0.2%,-35.65,0.185,-37.50,Energy,Electric Utilities: Central,1.2%,1.0%,0.7%,-1.9%
MGPI,"MGP Ingredients, Inc.",3.24,-11.7%,N/A,N/A,N/A,-16.34,-1.206,-4.28,Consumer Non-Durables,Packaged Foods,-25.9%,7.1%,-13.0%,-14.8%
MDH,MHI Hospitality Corporation,3.00,N/A,N/A,N/A,N/A,N/A,N/A,-15.83,Consumer Services,Real Estate Investment Trusts,N/A,N/A,N/A,N/A
MCRL,"Micrel, Incorporated",9.32,17.8%,1.04,10.5,9.5%,8.96,0.767,1.28,Technology,Semiconductors,15.5%,29.9%,8.4%,17.5%
MCHP,Microchip Technology Incorporated,31.64,17.2%,1.76,18.5,5.4%,17.96,1.608,1.88,Technology,Semiconductors,14.0%,26.9%,18.9%,9.1%
MFI,MicroFinancial Incorporated,7.81,N/A,N/A,N/A,N/A,N/A,N/A,-7.45,Finance,Diversified Financial Services,N/A,N/A,N/A,N/A
MU,"Micron Technology, Inc.",6.85,2.4%,4.07,20.4,4.9%,1.68,0.498,-3.29,Technology,Semiconductors,0.6%,5.1%,8.4%,-4.4%
MCRS,"MICROS Systems, Inc.",39.72,196.9%,1.12,11.2,8.9%,35.55,3.416,1.40,Technology,EDP Services,177.3%,210.7%,210.0%,189.7%
MSCC,Microsemi Corporation,20.25,51.5%,1.63,13.7,7.3%,12.41,2.130,-8.88,Technology,Semiconductors,68.2%,38.8%,42.1%,56.7%
MSFT,Microsoft Corporation,26.81,189.0%,0.61,6.0,16.7%,44.16,4.320,0.97,Technology,Computer Software: Prepackaged Software,195.2%,186.3%,191.1%,183.6%
MSTR,MicroStrategy Incorporated,91.00,127.0%,0.59,6.0,16.5%,155.43,16.300,-7.57,Technology,Computer Software: Prepackaged Software,49.3%,69.7%,195.6%,193.4%
MVIS,"Microvision, Inc.",2.07,-224.1%,N/A,N/A,N/A,-16.88,-1.688,0.00,Capital Goods,Industrial Machinery/Components,-161.1%,-290.6%,-219.7%,-225.1%
MCEP,"Mid-Con Energy Partners, LP",19.20,N/A,N/A,N/A,N/A,N/A,N/A,-2.70,Energy,Oil & Gas Production,30.1%,N/A,N/A,N/A
MSEX,Middlesex Water Company,18.55,N/A,N/A,N/A,N/A,N/A,N/A,-22.69,Public Utilities,Water Supply,-4.0%,-3.0%,-4.6%,N/A
MNDO,MIND C.T.I. Ltd.,2.01,95.7%,0.63,5.4,18.6%,3.21,0.259,0.62,Technology,EDP Services,73.1%,121.3%,111.6%,77.0%
MSPD,"Mindspeed Technologies, Inc.",3.96,-3.0%,N/A,N/A,N/A,N/A,N/A,N/A,Technology,Semiconductors,-29.5%,12.4%,21.2%,-16.4%
MIPS,"MIPS Technologies, Inc.",7.77,112.0%,3.56,103.2,1.0%,2.18,0.060,1.58,Technology,Semiconductors,15.2%,205.2%,168.4%,59.3%
MSON,"MISONIX, Inc.",7.75,-46.3%,N/A,N/A,N/A,-2.58,-0.309,0.51,Capital Goods,Medical Specialities,-47.7%,-41.7%,-74.7%,-21.0%
MSW,"Mission West Properties, Inc.",9.14,N/A,N/A,N/A,N/A,N/A,N/A,-16.91,Consumer Services,Real Estate Investment Trusts,N/A,N/A,N/A,N/A
MIND,"Mitcham Industries, Inc.",12.25,8.5%,0.92,9.3,10.7%,13.30,1.544,-2.14,Technology,Diversified Commercial Services,16.3%,10.2%,0.7%,6.9%
MITK,"Mitek Systems, Inc.",3.01,-55.0%,N/A,N/A,N/A,N/A,N/A,0.36,Technology,Computer peripheral equipment,19.7%,-105.4%,-76.1%,-58.1%
MITL,Mitel Networks Corporation,3.18,-30.1%,N/A,N/A,N/A,-13.63,-0.397,-9.66,Technology,Radio And Television Broadcasting And Communications Equipment,-17.0%,-108.2%,27.1%,-22.5%
